Species_Name,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X8.1_AdultForearmLen_mm,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X7.1_DispersalAge_d,X9.1_GestationLen_d,X12.1_HabitatBreadth,X22.1_HomeRange_km2,X22.2_HomeRange_Indiv_km2,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X5.3_NeonateBodyMass_g,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,X5.5_AdultBodyMass_g_EXT,X16.2_LittersPerYear_EXT,X5.6_NeonateBodyMass_g_EXT,X5.7_WeaningBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,USA_Endangered,Extinct,IUCN_LISTED
Sorex ventralis,1.32,7,43.1364,80.322,15.6189,115.9625,33.2309,19.7294,1.9,125.7033,33.2325,1.66,0.03492282,0.016100084,36.3743,3.1127,4.6763,48.4146,2.2386,32.0507,2354.6327,52.224,73.2412,1.5058,6.27,25.7581,12.0205,74.0461,74.1965,3.7435,11.2301,238603.6019,145246.48,21.25,15.85,18.55,-96.13,-101.27,-98.7,15,183.01,21,0.08,90.02,172.95,910.73,1428.29,0,0,0
Sorex veraecrucis,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
Sorex veraepacis,1.14,7.5,44.7449,79.5669,16.1604,133.4898,35.0968,25.2621,1.63,95.3746,33.6288,1.61,0.02956382,0.01703203,38.1965,3.0412,3.9651,38.2982,2.4635,32.9408,1732.2515,225.51,116.2255,1.065,5.74,27.164,15.5752,76.272,24.1926,3.7178,19.2935,216474.5917,12425.24,16.19,15.37,15.78,-89.91,-91.8,-90.86,10,68.08,10,0.16,129.43,208.34,1478.02,1650.31,0,0,0
Sorex volnuchini,1.58,867.8218,66.246,204.0941,18.731,415.2882,415.3567,851.5522,2.07,111.5914,59.4181,1.46,4.937863886,2.60526767,207.2836,4.8501,1.635,117.4906,26.1675,71.9722,2716.6104,82.8874,402.2865,3.0288,8.09,41.1424,225.4708,194.2078,202.0621,1.6387,18.6112,665.5613,284315.01,45.95,40.04,43,50.37,36.59,43.48,9,115.26,15,0.03,55.9,59.4,574.16,714.89,0,0,0
Sorex yukonicus,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
Soriculus nigrescens,1.31,14.58,51.6971,98.49,15.9038,130.1851,40.438,25.0696,1,78.2157,24.5933,2,0.03867373,0.0196111,40.8279,4.89,4.0272,38.3549,1.954542667,30.9402,1651.6231,288.5135,81.3507,1.1675,7.05,26.302,10.3492,76.586,28.688,3.8264,8.099,1474.9737,310621.93,30.39,26.64,28.51,96.11,79.7,87.91,1,81.26,1,0.09,143.19,62.54,925.44,1168.19,0,0,0
Sotalia fluviatilis,3,42833.44,142.9258,2272.8593,1.1484,1687.6527,25453.2404,144003.5477,2,696.1568,310.25,1,67.1847264,40.2192,741.8198,0.97,0.6664,351.796,17731.2215,767.0313,5.4320705,4,2095.4062,9,2.35,378.3779,51485.3992,1083.4819,268915.9299,0.779,206528.0366,536907.7953,897685.5162,9.3277,0.5829,5.2232,32.0782,18.3612611,25.7313,5.99,83.6569,8.205,0.1266,136.2771,229.4376,1238.2011,1551.1529,0,0,1
Sousa chinensis,1.82,279999.99,117.6972,1980.7934,0.4103,993.1478,29710.7678,114554.069,1.71,229.7605,271.9207,1,58.4677,65.2903,365.6271,1,1.1562,274.6746,13641.3751,737.9773,5.5668705,885.364,1053.5639,11.1249,3.28,166.12,53454.2685,794.9372,131222.4523,1.1064,73810.0292,416742.9195,555544.748,9.9265,2.9014,6.3425,33.3463,14.0433222,23.4501,7.37,93.8417,11.22,0.1288,126.386,229.8153,1209.5459,1568.7393,0,0,0
Sousa teuszii,1.88,99999.99,132.6603,1659.5447,0.5853,981.7986,25090.2888,87270.2883,2.48,504.3893,261.9396,1,16.4882,19.1697,368.9711,0.9917,1.0081,287.8768,6600.5771,706.0359,4.2038,553.7025,957.6803,11.676,2.53,184.2793,22141.2248,710.2211,159745.7281,1.0948,78330.0407,479246.5199,426813.9193,8.1996,-0.9534,3.0501,31.9477,16.8291611,23.8039,4.05,66.185,4.97,0.132,129.2343,233.4563,1288.7427,1584.8087,0,0,1
Spalacopus cyanus,2,100.86,66.5815,132.78,7.5,378.4164,185.12,106.25,2,341.7611,80.3,2,7.86E-05,4.03E-05,210.2003,3.14,1.6669,72,8.89,56.2,4500,20845.391,314.0018,15,6,59.66,46.39,127.62,335.6386,1.8746,13438.4996,362067.1093,76659.01,-26.92,-36.39,-31.66,-69.97,-72.87,-71.42,1,85.11,2,0.09,30.41,81.28,246.25,985.05,0,0,0
Spalax arenarius,1.83,8631.3096,104.2623,551.3718,16.9971,692.245,2274.2804,9539.671,2.19,238.6863,78.7269,1.57,29.9670702,25.6709092,317.0865,4.4585,1.147,174.1882,383.4207,170.9511,720.7382,3281.8154,710.9495,5.785,7.55,65.8114,1461.5778,252.955,484.6443,1.1859,9345.242,177233.0573,12814.55,46.99,45.94,46.46,34.29,31.51,32.9,20,72.56,20,-0.00718,30.84,93.59,402.13,713.9,0,0,1
Spalax carmeli,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
Spalax ehrenbergi,2,164.35,63.4917,165.7425,16.4313,227.451,101.55,123.25,2.97,54.4,37.2351,1,0.1035912,0.040137513,101.0877,4.4957,2.156,73.396,6.7045,48.1211,2164.4693,120.6922,196.0529,1,8.4,36.6072,52.8768,119.0312,123.4202,2.3805,7.6413,138985.6729,504281.3,37.74,29.03,33.38,43.89,17.83,30.86,1,96.01,1,0.15,19.91,189.76,233.32,1281.83,0,0,0
Spalax galili,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
Spalax giganteus,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
Spalax golani,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
Aepyceros melampus,3,52591.69,140.7823,1420,2.916,730,12636.6462,54273.1867,2,499.2736,196.74,1,1.97,2.36,365,0.98,1.135,213,5238.4,501.0239,13.36,192.3597,498.97,15.25,4,150,14563.8,460.193,46627.5627,1.1,64882.051,438982.877,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32,0,0,0
Aepyprymnus rufescens,1,2810.31,117.3363,452.2447,37.4788,319.37,1111.23,2845,2.77,253.6465,22.8,1.41,0.3602853,1.884434,117,1.03,3,96,44.88,123.7962,40,12460.9425,345.41,3.8547,4.32,163.07,872.5263,263.131,4669.5361,1.9635,37.8353,592.555,641274.9,-15.85,-36.56,-26.2,153.63,143.95,148.79,0,8.87,0,0.06,69.59,194.53,812.51,1432.31,0,0,0
Aeretes melanopterus,1.42,942.6732,76.6877,290.6899,26.1356,400.2206,398.9225,868.354,2.22,114.8485,37.7157,1.59,0.14412231,0.05332668,274.0244,3.0812,1.119,75.574,10.2189,56.8142,1309.5835,74.1855,345.2287,1.3775,6.31,62.7291,174.3227,206.7976,479.063,1.4456,19.3309,742.7695,80788.68,40.21,30.62,35.41,116.38,101.59,108.99,6,128.61,10,0.06,65.15,75.27,662.48,826.29,0,0,0
Aeromys tephromelas,1,1187,153.6547,378.86,14.2372,732.6934,460.1848,1114.3575,3.33,328.7144,128.3423,1.12,0.1604639,0.1107762,308.3902,1.07,1.06,150.7442,59.2784,131.595,55.3681,253.4105,573.9563,2.151,4.67,123.6971,396.3495,263.5773,1740.5668,1.2022,54920.1996,973.8384,283378.84,7.03,-1.85,2.59,117.88,98,107.94,2,96.45,4,0.17,239.02,246.03,1675.18,1753.56,0,0,0
Aeromys thomasi,1,1430.19,111.9315,340.5,22.7983,424.443,485.8818,1204.906,3.38,212.8196,54.58,1.42,0.10649673,0.1057398,179.9937,2.3935,2.0539,92.388,45.361543,95.3259,111.3293,278.3629,330.9742,1.2895,5.05,92.2676,243.2908,232.5586,1021.1817,1.598,4557.7907,696.7996,122621.55,6.49,-1.08,2.7,117.84,110.02,113.93,1,18.59,2,0.2,285.05,243.11,1689.44,1711.46,0,0,0
Aethalops aequalis,1.25,126.0508,44,118.5246,14.3052,631.1612,262.0437,363.2893,1.61,217.5935,133.7467,1.03,1.0086959,0.705925622,281.0758,1.1393,1.183,134.7935,28.6317,66.086,1744.7587,6805.063,551.401,1.6275,4.57,77.4596,90.8019,141.2273,12.8,1.5348,4536.1253,620.0501,20667.22,6.4,3.81,5.11,117.13,115.04,116.08,3,26.26,3,0.25,270.73,225.8,1794.08,1862.13,0,0,0
Aethalops alecto,1.3,15,46.49,91.9674,9.564,508.5199,92.7135,117.1525,1.1,248.4751,123.8155,1,0.45834005,0.16419472,282.4699,0.99,1.263,121.8293,37.1436,67.4471,1590.7559,1507.814,436.4623,1.8905,4.68,81.8774,64.8932,167.4656,13.8736,1.6113,78282.3326,88343.7265,110914.61,5.16,-8.96,-1.89,116.73,99.87,108.3,12,282.32,17,0.11,250.35,242.64,1724.94,1820.8,0,0,0
Aethomys bocagei,1.26,168.576,73.7023,176.5889,14.6592,208.41,138.623,175.9008,2.13,91.8712,68.287,1.71,0.02845628,0.013527006,106.8424,2.2397,2.1249,61.656,14.7561,56.7789,1022.1471,83.6783,171.3339,1,5.56,40.4301,66.0265,135.2722,164.1424,2.1357,9.2222,215953.3738,133883.67,-7.75,-13,-10.38,15.86,12.98,14.42,5,40.77,5,0.15,82.98,217.57,971.52,1543.16,0,0,0
Spermophilus erythrogenys,1.43,300.4355,68.1351,195.8784,21.0748,354.3405,164.7538,269.0907,3.17,108.2105,27.3716,1.71,0.043154764,0.026627077,244.4159,7.77,1,62.9419,6.9647,53.3263,2084.0933,117.443,406.5974,2.105,8.83,35.6151,70.4847,147.2032,292.5226,1.7701,10.2542,79750.1769,1325545.76,55.42,43.15,49.29,90.26,65.55,77.91,0,10.73,1,0.000623,24.74,29.72,319.86,523.06,0,0,0
Spermophilus franklinii,2.98,457.64,87.5084,245.61,20,382.4658,381.4873,590.7815,3.92,127.0891,28,1.85,0.13,0.12,281.4771,8.69,1,84.566,8.99,61.6185,442.88,78.1771,329.87,2.0986,9.8,29.11,116.5645,197.8198,834.3127,1.4441,18637.6892,309139.1254,1657927.29,55.48,37.26,46.37,-86.42,-114.97,-100.69,0,23.62,0,0.01,50.27,65.14,589.35,670.83,0,0,0
Spermophilus fulvus,1.23,778.38,91.3078,254.3038,25.2835,368.451,365.3447,720.0128,3.52,115.4467,30.41,1.58,0.17806982,0.0951073,283.2406,5.99,1,76.0561,9.1845,59.5507,423.39,232.739,428.4611,1.3738,8.65,48.1446,125.1499,206.4135,582.5039,1.4635,17.8104,79838.6181,2147696.03,51.67,31.68,41.67,77.47,45.82,61.65,0,17.61,0,0.05,16.71,84.2,243.24,736.68,0,0,0
Spermophilus lateralis,2.98,175.1,66.1257,214.38,27,427.2804,204.67,224.3,4,174.2831,28.42,1.88,0.066459562,0.032197522,323.6258,5.18,1,80.7239,6.09,52.5783,1214.0521,40.8946,420.91,2.9288,10,41.99,85.36,149.177,557.5603,1.5972,18630.7449,309153.1927,1705582.39,56.38,32.63,44.51,-104.01,-124.53,-114.27,0,9.82,0,0.11,33.72,56.81,364.51,829.87,0,0,0
Spermophilus madrensis,1.16,207.12,69.1702,171.48,15.3616,111.5188,155.1776,169.5528,2.82,112.584,28.923,1.91,0.034276039,0.016521544,54.9331,4.34,2.9342,58.423,5.4453,49.861,1157.0356,48.21,98.826,1,7.73,27.69,42.8075,128.2756,250.6737,3.1624,11.9817,216351.2474,48758.56,28.93,25.41,27.17,-105.99,-108.4,-107.2,2,6.82,2,0.11,34.24,119.11,706.82,1339.47,0,0,0
Spermophilus major,1.46,892.9078,66.6565,288.755,26.8865,404.9587,440.965,1161.779,2.25,140.3451,36.7231,1.47,0.88206313,0.44369892,290.8013,5.0683,1.0825,97.4781,11.9196,56.9324,1955.3465,3143.765,370.5395,3.0413,8.3,54.6038,181.8447,191.3744,405.9332,1.5029,11.0237,587.2237,622837.23,57.92,50.7,54.31,68.8,47.61,58.2,3,30.89,5,0.01,31.7,18.99,349.45,445.96,0,0,0
Spermophilus mexicanus,1.23,177.49,68.9802,193.4,15.082,123.7247,162.3897,162.0983,5,111.4366,30.6823,2,0.032873675,0.016346961,46.6344,5.91,3.66,63.045,4.31,52.6,1361.7435,25.3332,85.998,1,4,25.9048,44.0789,134.4988,236.6594,3.2343,12.7585,216351.6307,718436.33,34.33,18.45,26.39,-96.39,-106.51,-101.45,0,60.09,0,0.08,46.83,191.94,646.58,1218.78,0,0,0
Spermophilus mohavensis,3,213.18,79.8764,156.53,30.5,382.9016,112.8,240,2,135.2809,24.31,2,0.01,0.01,297.7117,6.5,1.2725,86.936,4.5,47.9648,301.99,64.9524,348.9125,1,9.78,31.81,71.8959,136.624,670.5138,1.4647,18641.2266,229821.6902,18167.56,36.23,34.37,35.3,-116.8,-118.25,-117.52,0,59.07,0,0.15,28.05,115,262.4,1191.51,0,0,0
Spermophilus mollis,2.97,165.4,62.2913,176.8264,20.5,385.4682,144.5377,223.4611,3.32,151.1293,27.1832,1.92,0.000958,0.00136,295.598,7.97,1.0682,73.8363,3.86,47.4436,2179.42,5156.6367,356.9984,2.6694,9.94,40.79,50.6278,128.7749,448.9343,1.8886,18629.7136,229896.1788,364932.53,47.09,36.57,41.83,-113.7,-122.02,-117.86,0,2.68,0,0.06,24.56,70.97,280.28,889.93,0,0,0
Spermophilus musicus,1.75,1174.9083,71.289,273.4869,26.1743,448.6106,458.9578,901.793,2.28,153.9358,37.702,1.57,0.33005125,0.14042176,297.31,4.4573,1.237,97.4509,22.3895,73.0621,1757.1565,55.3357,375.97,2.6795,8.24,52.4646,213.164,531.3385,556.6206,1.3117,26743.4771,165138.0653,1698.02,43.73,43.24,43.49,43.64,43.15,43.4,39,71.59,39,0.02,48.51,-7.9,617.3,656.81,0,0,0
Spermophilus pallidicauda,1.36,1293.8738,68.2669,359.5164,27.683,425.0877,529.894,1097.9077,2.56,146.1231,40.8664,1.55,0.9003706,0.64313259,315.5119,4.671,1.3095,90.8792,21.8053,80.7464,1775.415,10242.7125,367.0356,3.101,7.84,58.2853,215.2117,214.3773,630.219,1.2579,19.9143,677.7024,552357.33,51.06,41.7,46.38,115.42,89.25,102.33,0,1.92,0,0.05,19.35,-16.49,239.95,537.29,0,0,0
Spermophilus parryii,1.54,747.09,66.2879,278.92,22.0361,376.6357,480.6191,842.047,3.18,134.5503,25.16,1.62,0.02,0.02,276.6117,6.5,1,88.3997,11,57.5084,2211.9231,17432.9555,420.91,3.4523,9.28,28,139.4336,199.0006,451.7313,1.833,11.8388,218228.1336,3944909.1,72,54.79,63.39,149.89,-168.12,-9.11,0,0.13,0,0.04,28.63,-103.6,195.15,227.53,0,0,0
Spermophilus perotensis,1.2,140,71.0527,179,9.2787,364.586,4490.295,36068.6913,3.1,270.6192,68.6441,1.89,8.42683826,33.4677128,97.4917,6.07,3.6402,114.8816,1017.8367,103.8838,3253.4185,5678.28,302.2079,3.086,8.84,29.1365,2353.4825,593.738,358.4429,2.1471,26987.5863,380093.7038,3089.88,19.74,18.95,19.34,-97.03,-97.67,-97.35,92,131.2,92,0.08,127.83,127.66,1051.35,1373.26,0,0,0
Spermophilus pygmaeus,1.52,173.46,68.0434,175.4559,20.478,323.3809,138.0402,195.8025,3.23,109.53,26.48,1.76,0.037641884,0.017464626,156.0895,7.08,1,59.5692,6.7128,49.7263,1107.21,107.2685,326.8045,2.605,8.75,15.59,60.5187,130.1361,210.9206,1.9917,9.8083,79728.3985,1831060.38,52.93,43.01,47.97,71.64,31.59,51.62,0,19.94,0,0.00177,22.39,59.22,308.83,583.35,0,0,0
Spermophilus ralli,1.38,1660.7318,70.2707,387.3948,21.6761,375.1337,779.2097,1341.3397,2.67,127.9322,38.9465,1.56,0.56804815,0.38473195,200.2037,4.6461,1.881,99.5432,34.6047,93.7439,1457.1387,5138.886,324.2717,2.0035,7.55,48.2756,294.7673,219.0912,759.7051,1.5446,17.9551,724.6295,86182.73,44.24,41.71,42.98,84.1,76.28,80.19,6,31.2,7,0.04,28.1,-17.58,334,728.58,0,0,0
Spermophilus relictus,1.46,599.99,87.585,217.0219,18.9895,265.8185,256.2415,442.7669,3.34,88.8465,32.2831,1.69,0.04453477,0.025924942,105.4427,4.89,1.932,55.9783,8.5083,61.8553,244.94,77.254,313.0225,2.1995,7.73,36.101,92.7141,182.4056,532.2389,2.1874,18.3794,672.8465,171697.01,44.21,39.57,41.89,84.2,70.41,77.3,6,49.74,6,0.04,26.21,-11.79,316.81,775.4,0,0,0
Spermophilus richardsonii,3,325.1,84.5785,210.97,22.8,365,161.47,252.3,3,70,22.8,1,0.00402,0.00481,271.2781,7.59,1,83.3113,6.24,55.7,374.69,77.1027,340.29,2.6143,10,29.33,105,164.621,716.9352,1.5823,18638.9635,260788.3217,899734.88,55.22,43.56,49.39,-94.87,-115.36,-105.11,0,6.06,0,-0.00104,34.09,34.22,438.3,546.48,0,0,0
Spermophilus saturatus,2.98,122.9644,58.5307,155.6397,23.6261,378.7541,119.3479,143.5006,3.56,157.9455,26.734,1.9,0.688388915,0.214700304,249.8809,5.7614,1.043,74.1459,4.8075,43.8107,5860.5719,2142.2317,355.466,2.5,9.25,34.0416,36.1905,116.698,411.8145,1.9774,18630.7061,229897.0025,74865.2,50.16,45.72,47.94,-119.89,-122.94,-121.41,0,58.78,0,0.07,82.05,47.08,418.63,646.14,0,0,0
Spermophilus spilosoma,3,106.64,72.3494,145.5,27,342.3518,111.78,180.3,6,163.2418,30.9016,2,0.00953,0.00957,200.3115,6.94,2,73.7256,4.4963,47.345,124.53,61.322,371.23,1.8383,9.15,47.64,45,130.2366,1074.5445,1.7101,18637.1685,309018.8709,1716956,43.69,21.16,32.42,-97.05,-113.76,-105.4,0,13.72,0,0.09,32.64,142.51,502.85,1081.93,0,0,0
Spermophilus suslicus,1.7,252,69.5276,184.9285,21.9523,328.4293,156.4795,240.0687,3.24,102.4886,22.44,1.75,0.03606914,0.015974941,175.9621,5.49,1,62.66,5.4121,48.536,1927.6452,1047.4842,333.1505,2.99,9.15,31.5,54.8135,141.2794,273.2748,1.8683,13.0275,161254.949,873419.7,55.89,45.1,50.49,49.71,21.29,35.5,6,69.36,12,0.00481,41.15,54.89,423.54,516.5,0,0,0
Spermophilus tereticaudus,3,147.57,66.775,154.53,28,380.1695,93.52,167,4,127.266,27.57,2,0.01,0.01,309.2275,6.32,1,84.86,3.84,44.9695,1456.02,94.1469,324.83,3.2225,10,34.8,35.6155,124.0814,512.2656,1.6678,18628.8491,229941.6761,315363.67,37.02,27.07,32.04,-109.56,-117.36,-113.46,0,24.88,0,0.16,17.01,180.35,289.46,1143.83,0,0,0
Spermophilus townsendii,3,207.29,71.0528,173.15,25.0562,387.1356,129.36,231,5,135.9575,22.05,2,0.727152728,0.2482867,316.6693,8.49,1,75.6859,3.7,46.3,759.22,3283.9654,413.84,1,10.32,32.55,42.15,132.4958,602.9648,1.4951,18637.5956,229998.9055,11270.71,46.91,45.73,46.32,-119.1,-120.81,-119.95,1,17.78,1,0.17,21.33,99.31,267.45,705.88,0,0,0
Spermophilus tridecemlineatus,3,174.91,74.0627,137.5,26,349.4943,103.74,182,5,139.2398,27.5,2,0.01,0.02,207.6673,8.08,1,75.7648,3,46.1236,386.61,44.4941,264.16,1,9.5,27.81,41.9773,131.0057,599.5239,1.854,18633.9247,309114.7981,3681287.81,54.9,27.33,41.11,-81.75,-114.7,-98.22,0,23.28,0,0.03,46.7,80.37,569.55,768.96,0,0,0
Spermophilus undulatus,1.51,742.91,93.4652,279.9791,20,390.5099,667.08,680,3.12,133.5111,25.33,1.63,0.02,0.02,269.0238,7.77,1,93.938,10.8,62.7617,292.3,183.4525,367.943,2.9118,8.77,54.07,109.9,200.7074,685.4042,1.489,22.1489,79814.7962,2431243.43,64.77,42.22,53.49,132.2,77.45,104.83,0,6.13,0,0.02,24.18,-51.42,313.25,475.8,0,0,0
Spermophilus variegatus,3,714.58,98.5587,273.5,30.1378,450.7308,417.1702,798.3385,6,235.741,30,2,0.03,0.03,318.0802,4.93,1.25,108.3939,7.8,74.042,136.99,71.5988,420.91,3.2991,10,52.38,207.0413,199.1935,1275.2352,1.3142,18648.5664,309143.8691,2421559.89,41.86,18.13,29.99,-97.06,-117.42,-107.24,0,31.12,0,0.11,34.28,148.87,509.99,1149.57,0,0,0
Spermophilus washingtoni,3,215.09,69.35,166,25.8873,396.8031,146.3172,209.3541,7,130.8959,26.9784,2,0.074563662,0.043503022,333.7399,7.88,1,74.4604,5.4431,47.2749,18500,169.7934,368.9899,3.3038,10,39.3855,32.99,127.6764,709.5355,1.5328,18632.1415,229973.4026,17288.55,47.57,45.26,46.42,-118.02,-120.41,-119.22,1,10.28,1,0.12,24.37,100.46,266.1,727.52,0,0,0
Spermophilus xanthoprymnus,1.74,18178.9719,76.2747,520.4056,18.2616,577.14,2870.4037,14833.1441,2.58,223.0981,99.9702,1.56,18.3900578,31.77071633,293.6647,4.99,1.4365,147.0696,710.6985,171.1424,3719.9827,3117.4329,565.8152,6.1055,7.73,77.4718,2217.0184,140,486.7611,1.3068,9334.1697,76.27,442235.84,41.1,36.42,38.76,45.8,29.48,37.64,19,62.48,26,0.07,42.85,90.96,426.83,961.1,0,0,0
Sphaerias blanfordi,1.13,28.88,53.76,91.7753,12.6446,341.9042,42.6387,31.6497,1.13,114.2473,77.9366,1,0.068120808,0.355633092,166.048,1.6152,1.675,71.772,4.751,35.911,1321.8152,224.632,267.7423,1.1383,5.48,50.9934,14.0072,85.3572,20.448,2.1952,6.6784,2547.3708,444062.24,32.03,18.53,25.28,100.63,76.84,88.74,1,152.95,2,0.09,134.32,165.71,997.08,1303.43,0,0,0
Sphaeronycteris toxophyllum,1.06,16.06,38.49,76.5281,12.4892,384.5546,44.0486,31.557,1,168.3671,115.122,1,0.12812105,0.0386319,267.3951,1.0525,1.14,109.4788,5.1053,28.1862,1488.7207,2242.611,332.8547,2.6746,6.91,68.0055,17.0633,77.9203,8.7353,1.9953,4533.1587,300036.421,4763066.63,12.19,-16.78,-2.29,-58.55,-75.36,-66.96,0,11.71,0,0.14,173.21,245.88,1440.01,1593.99,0,0,0
Sphiggurus ichillus,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
Sphiggurus insidiosus,1,998.32,117.2538,446.709,6.966,677.2233,1121.8736,2382.4314,3,287.15,143.643,1,0.7084267,0.5035392,329.9144,0.97,1.3011,179.0004,254.5342,148.5197,26.3,104.8015,562.5687,2.1395,5,104.3291,864.5041,271.9479,21447.0324,1.1667,38191.6743,295733.4516,1080607.65,-7.08,-23.55,-15.31,-36.61,-46.85,-41.73,3,71.21,4,0.06,100.43,221.7,1071.72,1403.78,0,0,0
Sphiggurus melanurus,1.14,1900,103.596,398.8,13.7436,469.2591,623.2631,1853.5718,3.32,263.5254,109.04,1.08,0.3049713,0.3538017,193.249,1.5312,1.7945,138.7265,94.9314,129.2258,43.5773,10067.7997,393.682,1.3415,5.74,79.679,455.6425,252.0243,4151.7854,1.4945,24629.3877,216747.5115,287506.93,6.66,1.28,3.97,-51.68,-59.68,-55.68,0,3.22,0,0.07,167.14,254.83,1504.81,1718.72,0,0,0
Addax nasomaculatus,1,96077.36,123.2543,1608.1625,6.8993,1066.86,22236.3537,94419.3799,5,416.9294,262.74,1,47.5424264,53.6268,360,1,1.1446,308.04,5633.76,643.5049,4.1362,61.25,844.6062,12.62,4,167.0577,25157.7711,661.5673,28171.8241,1.1,94612.392,484683.4444,1168708.88,26.45,14.6,20.52,32.63,-16.77,7.93,0,1.49,0,0.08,5.51,264.48,130.78,1382.39,0,0,1
